anio,provincia_nombre,superficie_sembrada_ha,superficie_cosechada_ha,produccion_tm,rendimiento_kgxha
2010,Buenos Aires,44900,44900,170620,3800
2010,Buenos Aires,82800,82800,124200,1500
2010,Buenos Aires,39950,39950,147749,3698
2010,Buenos Aires,52700,52700,194990,3700
2010,Buenos Aires,15000,14550,43650,3000
2010,Buenos Aires,118000,117350,305110,2600
2010,Buenos Aires,1000,1000,2800,2800
2010,Buenos Aires,7000,4500,4500,1000
2010,Buenos Aires,153000,142000,241400,1700
2010,Buenos Aires,100700,100700,181260,1800
2010,Buenos Aires,24000,24000,40800,1700
2010,Buenos Aires,60000,59500,214200,3600
2010,Buenos Aires,400,400,928,2320
2010,Buenos Aires,25200,25200,90720,3600
2010,Catamarca,24500,24500,53900,2200
2010,Catamarca,6500,6500,14300,2200
2010,Chaco,135900,135900,339750,2500
2010,Chaco,490,490,935,1908
2010,Chaco,29560,29217,61356,2100
2010,Chaco,60900,60432,154100,2550
2010,Chaco,72375,72375,170081,2350
2010,Chaco,34575,34575,81251,2350
2010,Chaco,10225,10349,20168,1949
2010,Chaco,43200,43009,109673,2550
2010,Chaco,2500,2500,4500,1800
2010,Chaco,10100,10016,19030,1900
2010,Chaco,27065,27065,62250,2300
2010,Chaco,1900,1900,3420,1800
2010,Chaco,2169,2152,4304,2000
2010,Chaco,12275,12184,26804,2200
2010,Chaco,5150,5124,10760,2100
2010,Chaco,57325,57325,143313,2500
2010,Chaco,28050,27868,64096,2300
2010,Chaco,3700,3700,6660,1800
2010,Chaco,3830,3830,7660,2000
2010,Chaco,1875,1875,3188,1700
2010,Chaco,3090,3090,6180,2000
2010,Chaco,3075,3075,5843,1900
2010,Chaco,130,122,220,1803
2010,C�rdoba,89950,89950,220205,2448
2010,C�rdoba,3600,3600,7200,2000
2010,C�rdoba,98000,97500,219375,2250
2010,C�rdoba,370000,370000,777000,2100
2010,C�rdoba,159350,159350,398375,2500
2010,C�rdoba,30000,29000,29000,1000
2010,C�rdoba,325000,325000,776750,2390
2010,C�rdoba,540640,540340,1826349,3380
2010,C�rdoba,822,822,2110,2567
2010,C�rdoba,310000,310000,806000,2600
2010,C�rdoba,560000,560000,1338400,2390
2010,C�rdoba,360000,360000,756000,2100
2010,C�rdoba,40000,39000,74100,1900
2010,C�rdoba,214400,214400,471680,2200
2010,C�rdoba,1056,1056,2714,2570
2010,C�rdoba,5723,5723,19375,3385
2010,C�rdoba,296000,295000,787650,2670
2010,C�rdoba,113790,113790,227580,2000
2010,C�rdoba,15000,15000,22500,1500
2010,C�rdoba,278200,278200,667680,2400
2010,C�rdoba,129000,127500,293250,2300
2010,C�rdoba,105000,102500,164000,1600
2010,C�rdoba,498100,497500,1492500,3000
2010,Corrientes,340,300,600,2000
2010,Corrientes,1270,1270,1778,1400
2010,Corrientes,250,250,400,1600
2010,Corrientes,2120,2120,3570,1684
2010,Corrientes,45,45,70,1556
2010,Corrientes,1100,1090,1640,1505
2010,Corrientes,2700,2640,4020,1523
2010,Corrientes,1540,1540,2370,1539
2010,Corrientes,200,200,400,2000
2010,Corrientes,350,340,550,1618
2010,Corrientes,580,570,890,1561
2010,Corrientes,2600,2550,4640,1820
2010,Corrientes,3700,3700,8140,2200
2010,Entre R�os,27000,26500,58300,2200
2010,Entre R�os,28500,28500,74100,2600
2010,Entre R�os,56000,56000,156800,2800
2010,Entre R�os,13500,13500,33750,2500
2010,Entre R�os,33500,33500,87100,2600
2010,Entre R�os,13500,13500,35100,2600
2010,Entre R�os,113000,112700,304290,2700
2010,Entre R�os,135000,134500,349700,2600
2010,Entre R�os,111500,111500,312200,2800
2010,Entre R�os,110000,109200,273000,2500
2010,Entre R�os,143500,143500,401800,2800
2010,Entre R�os,25000,24800,54560,2200
2010,Entre R�os,72500,72500,202715,2796
2010,Entre R�os,115000,115000,310500,2700
2010,Entre R�os,95000,94500,274050,2900
2010,Entre R�os,120000,119800,239600,2000
2010,Formosa,3250,1652,2477,1499
2010,Jujuy,230,230,667,2900
2010,Jujuy,330,330,957,2900
2010,Jujuy,830,830,2407,2900
2010,Jujuy,1370,1370,4110,3000
2010,Jujuy,6430,6430,18004,2800
2010,La Pampa,8000,7700,11550,1500
2010,La Pampa,3000,3000,6000,2000
2010,La Pampa,10000,10000,20000,2000
2010,La Pampa,30400,29500,29500,1000
2010,La Pampa,92300,90500,162900,1800
2010,La Pampa,1800,1500,1200,800
2010,La Pampa,66800,65000,117000,1800
2010,La Pampa,38500,37700,67860,1800
2010,La Pampa,19600,19000,22800,1200
2010,La Pampa,45100,44200,70720,1600
2010,La Pampa,200,200,160,800
2010,La Pampa,20900,20300,20300,1000
2010,La Pampa,500,500,600,1200
2010,Misiones,40,38,95,2500
2010,Misiones,200,198,566,2859
2010,Misiones,220,210,551,2624
2010,Misiones,20,19,46,2421
2010,Misiones,10,9,23,2556
2010,Misiones,10,9,20,2222
2010,Misiones,80,77,200,2597
2010,Misiones,300,290,711,2452
2010,Misiones,930,930,2284,2456
2010,Salta,208600,208600,646660,3100
2010,Salta,2734,2734,7601,2780
2010,Salta,135,135,377,2793
2010,Salta,105,105,294,2800
2010,Salta,2343,2343,6982,2980
2010,Salta,113540,113540,314506,2770
2010,Salta,25,25,69,2760
2010,Salta,1583,1583,4431,2799
2010,Salta,54,54,150,2778
2010,Salta,26525,26525,74005,2790
2010,Salta,22425,22425,62790,2800
2010,Salta,1380,1380,3588,2600
2010,Salta,37770,37770,108400,2870
2010,Salta,140,140,378,2700
2010,San Luis,2800,2800,10360,3700
2010,San Luis,33600,33600,85680,2550
2010,San Luis,28800,28800,69120,2400
2010,San Luis,70000,70000,157500,2250
2010,San Luis,6000,6000,7800,1300
2010,San Luis,1150,1150,3105,2700
2010,San Luis,21500,21500,56975,2650
2010,San Luis,1200,1200,2880,2400
2010,Santa Fe,117674,117674,408329,3470
2010,Santa Fe,234000,234000,889200,3800
2010,Santa Fe,222000,222000,777000,3500
2010,Santa Fe,214800,214800,816240,3800
2010,Santa Fe,4000,4000,10800,2700
2010,Santa Fe,582000,582000,2095200,3600
2010,Santa Fe,55000,52000,88400,1700
2010,Santa Fe,154560,154560,510048,3300
2010,Santa Fe,40000,40000,116000,2900
2010,Santa Fe,178000,178000,569600,3200
2010,Santa Fe,57000,54000,114000,2111
2010,Santa Fe,106800,106800,384480,3600
2010,Santa Fe,65000,65000,162500,2500
2010,Santa Fe,10000,10000,19000,1900
2010,Santa Fe,98512,98512,313268,3180
2010,Santa Fe,136000,136000,299200,2200
2010,Santa Fe,118300,118300,449540,3800
2010,Santa Fe,216154,216154,815981,3775
2010,Santa Fe,21000,21000,42000,2000
2010,Santiago del Estero,60000,60000,90000,1500
2010,Santiago del Estero,70000,70000,154000,2200
2010,Santiago del Estero,5000,5000,7500,1500
2010,Santiago del Estero,5000,5000,13500,2700
2010,Santiago del Estero,150000,150000,390000,2600
2010,Santiago del Estero,3500,3500,7700,2200
2010,Santiago del Estero,15000,15000,22500,1500
2010,Santiago del Estero,10000,10000,20000,2000
2010,Santiago del Estero,2000,2000,4400,2200
2010,Santiago del Estero,170000,170000,323000,1900
2010,Santiago del Estero,15000,15000,30000,2000
2010,Santiago del Estero,110000,110000,260700,2370
2010,Santiago del Estero,70000,70000,140000,2000
2010,Santiago del Estero,2500,2500,6250,2500
2010,Santiago del Estero,25000,25000,45000,1800
2010,Santiago del Estero,210000,210000,514500,2450
2010,Santiago del Estero,95000,95000,232750,2450
2010,Santiago del Estero,25000,25000,55000,2200
2010,Santiago del Estero,50000,50000,135000,2700
2010,Santiago del Estero,3000,3000,7500,2500
2010,Santiago del Estero,1500,1500,3000,2000
2010,Santiago del Estero,2500,2500,5500,2200
2010,Tucum�n,28505,28453,85358,3000
2010,Tucum�n,17498,17463,52389,3000
2010,Tucum�n,360,340,850,2500
2010,Tucum�n,924,892,1873,2100
2010,Tucum�n,13010,13008,36422,2800
2010,Tucum�n,2045,2020,6263,3101
2010,Tucum�n,6535,6515,19546,3000
2010,Tucum�n,21530,21507,54844,2550
2010,Tucum�n,1105,1054,2847,2701
2010,Tucum�n,300,285,713,2502
2010,Tucum�n,240,230,598,2600
2010,Tucum�n,6,5,10,2000
2010,Tucum�n,1945,1920,5184,2700
2010,Tucum�n,360,359,933,2599
2010,Tucum�n,110,110,363,3300
2011,Buenos Aires,70000,70000,168000,2400
2011,Buenos Aires,60300,60300,126417,2096
2011,Buenos Aires,21000,20580,69972,3400
2011,Buenos Aires,3700,3650,8760,2400
2011,Buenos Aires,50000,49500,138600,2800
2011,Buenos Aires,2300,800,760,950
2011,Buenos Aires,28000,27750,73487,2648
2011,Buenos Aires,51300,51300,153900,3000
2011,Buenos Aires,65000,65000,201500,3100
2011,Buenos Aires,68000,66000,158400,2400
2011,Buenos Aires,110000,105000,357000,3400
2011,Buenos Aires,80300,78700,228230,2900
2011,Buenos Aires,5150,5150,15965,3100
2011,Buenos Aires,17000,16000,44800,2800
2011,Buenos Aires,32900,32900,105280,3200
2011,Buenos Aires,89300,83049,282367,3400
2011,Buenos Aires,95500,87000,278400,3200
2011,Buenos Aires,31000,31000,99200,3200
2011,Buenos Aires,12000,11850,22515,1900
2011,Buenos Aires,56300,56300,208310,3700
2011,Buenos Aires,800,400,600,1500
2011,Buenos Aires,63000,63000,81900,1300
2011,Buenos Aires,26000,26000,44200,1700
2011,Buenos Aires,100000,100000,209648,2096
2011,Buenos Aires,110000,110000,374000,3400
2011,Buenos Aires,23000,21800,57730,2648
2011,Buenos Aires,70000,66500,226100,3400
2011,Buenos Aires,73000,72000,223200,3100
2011,Buenos Aires,5000,4925,8865,1800
2011,Buenos Aires,11100,11100,33300,3000
2011,Buenos Aires,70000,67800,122040,1800
2011,Buenos Aires,19000,18800,33840,1800
2011,Buenos Aires,28000,28000,86800,3100
2011,Buenos Aires,81500,81500,309700,3800
2011,Buenos Aires,20000,19000,47500,2500
2011,Buenos Aires,10500,10380,24912,2400
2011,Buenos Aires,32000,32000,67087,2096
2011,Buenos Aires,3400,3400,10200,3000
2011,Buenos Aires,75000,73000,189800,2600
2011,Buenos Aires,17500,17350,39905,2300
2011,Buenos Aires,1800,1800,5400,3000
2011,Buenos Aires,74550,72750,240075,3300
2011,Buenos Aires,250000,247300,593520,2400
2011,Buenos Aires,75000,75000,243402,3245
2011,Buenos Aires,50000,50000,170000,3400
2011,Buenos Aires,110000,110000,374000,3400
2011,Buenos Aires,15200,15200,33440,2200
2011,Buenos Aires,34000,31500,83418,2648
2011,Buenos Aires,104000,102200,306600,3000
2011,Buenos Aires,120000,116500,326200,2800
2011,Buenos Aires,38000,37650,105420,2800
2011,Buenos Aires,39000,37000,103600,2800
2011,Buenos Aires,11000,11000,30800,2800
2011,Buenos Aires,17000,16800,38640,2300
2011,Buenos Aires,8000,7900,17380,2200
2011,Buenos Aires,5500,5500,16500,3000
2011,Buenos Aires,16000,13910,33384,2400
2011,Buenos Aires,31000,28000,74149,2648
2011,Buenos Aires,39000,35500,102950,2900
2011,Buenos Aires,143737,143737,388090,2700
2011,Buenos Aires,132000,130100,377290,2900
2011,Buenos Aires,68000,68000,197200,2900
2011,Buenos Aires,350,250,500,2000
2011,Buenos Aires,121500,115300,380490,3300
2011,Buenos Aires,28000,28000,86800,3100
2011,Buenos Aires,177720,177720,621605,3498
2011,Buenos Aires,1400,1400,3780,2700
2011,Buenos Aires,1500,1500,1950,1300
2011,Buenos Aires,58400,58400,192720,3300
2011,Buenos Aires,8000,7900,20921,2648
2011,Buenos Aires,130250,121350,400455,3300
2011,Buenos Aires,90000,90000,306000,3400
2011,Buenos Aires,44000,40000,96000,2400
2011,Buenos Aires,30000,30000,54000,1800
2011,Buenos Aires,54000,52000,150800,2900
2011,Buenos Aires,92600,92600,324100,3500
2011,Buenos Aires,22000,22000,66000,3000
2011,Buenos Aires,35000,35000,105000,3000
2011,Buenos Aires,44000,44000,145200,3300
2011,Buenos Aires,82800,82800,173588,2096
2011,Buenos Aires,39380,39380,121988,3098
2011,Buenos Aires,52000,52000,161200,3100
2011,Buenos Aires,16000,15000,22500,1500
2011,Buenos Aires,120000,119900,299750,2500
2011,Buenos Aires,1000,1000,2800,2800
2011,Buenos Aires,7000,7000,9100,1300
2011,Buenos Aires,130800,121900,377890,3100
2011,Buenos Aires,100700,100700,251750,2500
2011,Buenos Aires,21000,21000,68152,3245
2011,Buenos Aires,59400,59400,172260,2900
2011,Buenos Aires,400,270,594,2200
2011,Buenos Aires,24800,24800,74400,3000
2011,Catamarca,16000,16000,30400,1900
2011,Chaco,104750,60725,49427,814
2011,Chaco,1060,723,576,797
2011,Chaco,26450,10580,7015,663
2011,Chaco,57800,32463,26012,801
2011,Chaco,69900,41779,35947,860
2011,Chaco,30840,20082,16231,808
2011,Chaco,7850,5143,4364,849
2011,Chaco,39550,23730,15622,658
2011,Chaco,2200,1000,839,839
2011,Chaco,15625,7813,5642,722
2011,Chaco,23875,14248,10012,703
2011,Chaco,1700,1300,1085,835
2011,Chaco,1883,963,812,843
2011,Chaco,27200,11406,6142,538
2011,Chaco,7300,5054,3538,700
2011,Chaco,58300,29745,20127,677
2011,Chaco,28800,16055,11509,717
2011,Chaco,2350,1150,895,778
2011,Chaco,7290,3281,1886,575
2011,Chaco,2530,1469,800,545
2011,Chaco,2675,1370,959,700
2011,Chaco,1325,1067,1711,1604
2011,Chaco,234,128,106,828
2011,C�rdoba,89700,89700,152490,1700
2011,C�rdoba,3650,3650,8395,2300
2011,C�rdoba,110000,110000,308000,2800
2011,C�rdoba,375000,364000,728000,2000
2011,C�rdoba,159350,159350,239025,1500
2011,C�rdoba,30000,30000,45000,1500
2011,C�rdoba,321300,288800,519840,1800
2011,C�rdoba,510300,498800,1396640,2800
2011,C�rdoba,865,865,1734,2005
2011,C�rdoba,312000,297000,623700,2100
2011,C�rdoba,557000,502000,903600,1800
2011,C�rdoba,360000,360000,720000,2000
2011,C�rdoba,40000,40000,80000,2000
2011,C�rdoba,218400,218400,262080,1200
2011,C�rdoba,1112,1112,2229,2005
2011,C�rdoba,4894,4894,13271,2712
2011,C�rdoba,296000,296000,651200,2200
2011,C�rdoba,118300,116800,279560,2393
2011,C�rdoba,15000,15000,24000,1600
2011,C�rdoba,287560,287560,573523,1994
2011,C�rdoba,129000,129000,283800,2200
2011,C�rdoba,105000,105000,126000,1200
2011,C�rdoba,483900,468800,1125120,2400
2011,Corrientes,25000,25000,25000,1000
2011,Entre R�os,18000,17650,40595,2300
2011,Entre R�os,25000,25000,62500,2500
2011,Entre R�os,47000,47000,122200,2600
2011,Entre R�os,14200,14200,35500,2500
2011,Entre R�os,32000,32000,80000,2500
2011,Entre R�os,12800,12800,33280,2600
2011,Entre R�os,84500,84200,210500,2500
2011,Entre R�os,132000,131500,315600,2400
2011,Entre R�os,100000,100000,260000,2600
2011,Entre R�os,90000,89300,196460,2200
2011,Entre R�os,133000,133000,345800,2600
2011,Entre R�os,18000,17800,40940,2300
2011,Entre R�os,58000,57850,138840,2400
2011,Entre R�os,100000,99900,229770,2300
2011,Entre R�os,72500,72000,187200,2600
2011,Entre R�os,108000,107800,247940,2300
2011,Formosa,11050,11050,10498,950
2011,Jujuy,230,230,621,2700
2011,Jujuy,330,330,924,2800
2011,Jujuy,830,830,2158,2600
2011,Jujuy,1370,1370,3425,2500
2011,Jujuy,6370,6370,15925,2500
2011,La Pampa,6800,6800,14286,2101
2011,La Pampa,2800,2800,5588,1996
2011,La Pampa,11050,11050,32045,2900
2011,La Pampa,42600,41700,108420,2600
2011,La Pampa,76000,72200,223820,3100
2011,La Pampa,62900,59800,185380,3100
2011,La Pampa,42000,39900,107730,2700
2011,La Pampa,45100,44200,114920,2600
2011,La Pampa,52100,51100,132860,2600
2011,La Pampa,200,200,340,1700
2011,La Pampa,26600,26100,60030,2300
2011,La Pampa,500,500,850,1700
2011,Misiones,38,18,14,778
2011,Misiones,190,120,126,1050
2011,Misiones,247,187,177,947
2011,Misiones,13,0,0,0
2011,Misiones,9,4,2,500
2011,Misiones,9,3,2,667
2011,Misiones,80,50,40,800
2011,Misiones,294,254,203,799
2011,Salta,209100,167344,175783,1050
2011,Salta,2734,2734,5195,1900
2011,Salta,135,135,284,2104
2011,Salta,105,105,200,1905
2011,Salta,2343,2343,4452,1900
2011,Salta,113540,108998,163498,1500
2011,Salta,25,25,53,2120
2011,Salta,1583,1395,1814,1300
2011,Salta,54,54,112,2074
2011,Salta,26525,26524,37133,1400
2011,Salta,22425,21528,32292,1500
2011,Salta,1380,1380,1932,1400
2011,Salta,37770,37768,52875,1400
2011,Salta,140,140,294,2100
2011,San Luis,3000,3000,12000,4000
2011,San Luis,36000,36000,64800,1800
2011,San Luis,27000,27000,43200,1600
2011,San Luis,72000,72000,122400,1700
2011,San Luis,5000,5000,5750,1150
2011,San Luis,1300,1300,3250,2500
2011,San Luis,22000,22000,37400,1700
2011,San Luis,1500,1500,2850,1900
2011,Santa Fe,113400,113400,385560,3400
2011,Santa Fe,232500,232500,767250,3300
2011,Santa Fe,215000,215000,516000,2400
2011,Santa Fe,218100,218100,632240,2899
2011,Santa Fe,4000,4000,8400,2100
2011,Santa Fe,583000,583000,1690700,2900
2011,Santa Fe,45000,28000,21000,750
2011,Santa Fe,164900,164900,544170,3300
2011,Santa Fe,39000,39000,105300,2700
2011,Santa Fe,176000,175500,491400,2800
2011,Santa Fe,43000,0,0,0
2011,Santa Fe,108200,108200,292091,2700
2011,Santa Fe,71000,69000,131100,1900
2011,Santa Fe,8500,5100,6120,1200
2011,Santa Fe,136400,136400,422840,3100
2011,Santa Fe,115000,114500,217550,1900
2011,Santa Fe,121500,121500,376427,3098
2011,Santa Fe,245100,245100,759810,3100
2011,Santa Fe,18000,16000,20800,1300
2011,Santiago del Estero,48600,38880,31104,800
2011,Santiago del Estero,37200,26040,23436,900
2011,Santiago del Estero,1575,1181,945,800
2011,Santiago del Estero,3100,2170,1736,800
2011,Santiago del Estero,110100,77070,69363,900
2011,Santiago del Estero,2075,1453,2324,1599
2011,Santiago del Estero,7150,5005,4505,900
2011,Santiago del Estero,9050,0,0,0
2011,Santiago del Estero,625,521,625,1200
2011,Santiago del Estero,94900,66430,66430,1000
2011,Santiago del Estero,13575,0,0,0
2011,Santiago del Estero,72000,70560,84672,1200
2011,Santiago del Estero,51000,35700,32130,900
2011,Santiago del Estero,625,625,969,1550
2011,Santiago del Estero,22400,15680,12544,800
2011,Santiago del Estero,148250,103775,124530,1200
2011,Santiago del Estero,1000,0,0,0
2011,Santiago del Estero,52500,47250,59063,1250
2011,Santiago del Estero,12400,8680,6944,800
2011,Santiago del Estero,35750,35750,53625,1500
2011,Santiago del Estero,150,120,144,1200
2011,Santiago del Estero,550,550,660,1200
2011,Santiago del Estero,3575,2860,3432,1200
2011,Tucum�n,28540,28230,39522,1400
2011,Tucum�n,13460,13263,21221,1600
2011,Tucum�n,2460,2460,5658,2300
2011,Tucum�n,1205,1205,2772,2300
2011,Tucum�n,9420,9273,13910,1500
2011,Tucum�n,2405,2405,4329,1800
2011,Tucum�n,4620,4531,6796,1500
2011,Tucum�n,17525,17298,25946,1500
2011,Tucum�n,1186,1186,2965,2500
2011,Tucum�n,900,900,2070,2300
2011,Tucum�n,2000,2000,4600,2300
2011,Tucum�n,14,0,0,0
2011,Tucum�n,1445,1342,1879,1400
2011,Tucum�n,338,338,776,2296
2011,Tucum�n,40,40,116,2900
2012,Buenos Aires,75000,75000,150000,2000
2012,Buenos Aires,81300,81300,146340,1800
2012,Buenos Aires,26000,25220,88270,3500
2012,Buenos Aires,15600,13600,38080,2800
2012,Buenos Aires,124220,123420,259182,2100
2012,Buenos Aires,94900,94300,229480,2434
2012,Buenos Aires,52950,52950,169440,3200
2012,Buenos Aires,68300,68300,239050,3500
2012,Buenos Aires,110400,109400,240680,2200
2012,Buenos Aires,26000,26000,72800,2800
2012,Buenos Aires,85000,83400,300240,3600
2012,Buenos Aires,5150,5150,18025,3500
2012,Buenos Aires,15000,15000,45000,3000
2012,Buenos Aires,34550,34550,124380,3600
2012,Buenos Aires,83125,78725,251920,3200
2012,Buenos Aires,65900,56600,181120,3200
2012,Buenos Aires,34400,34400,130720,3800
2012,Buenos Aires,8700,8600,24080,2800
2012,Buenos Aires,58200,58200,226980,3900
2012,Buenos Aires,83200,83200,149760,1800
2012,Buenos Aires,47100,47100,47100,1000
2012,Buenos Aires,147000,147000,323400,2200
2012,Buenos Aires,123500,123500,494000,4000
2012,Buenos Aires,25500,25500,73950,2900
2012,Buenos Aires,70000,67900,230860,3400
2012,Buenos Aires,70000,70000,182000,2600
2012,Buenos Aires,5000,4250,10200,2400
2012,Buenos Aires,11350,11350,38590,3400
2012,Buenos Aires,52400,49200,132840,2700
2012,Buenos Aires,30600,30350,78910,2600
2012,Buenos Aires,7000,7000,18200,2600
2012,Buenos Aires,93000,93000,418500,4500
2012,Buenos Aires,25000,25000,75000,3000
2012,Buenos Aires,2700,2600,6760,2600
2012,Buenos Aires,16500,15500,42750,2758
2012,Buenos Aires,32000,32000,84000,2625
2012,Buenos Aires,3600,3600,13680,3800
2012,Buenos Aires,1800,1800,5040,2800
2012,Buenos Aires,74000,71500,228800,3200
2012,Buenos Aires,25100,24900,64740,2600
2012,Buenos Aires,2000,2000,7600,3800
2012,Buenos Aires,68500,66700,213440,3200
2012,Buenos Aires,234000,231100,716410,3100
2012,Buenos Aires,86000,86000,266600,3100
2012,Buenos Aires,13000,13000,35100,2700
2012,Buenos Aires,121000,121000,459800,3800
2012,Buenos Aires,13400,13400,21440,1600
2012,Buenos Aires,41000,41000,127100,3100
2012,Buenos Aires,66600,63300,215220,3400
2012,Buenos Aires,174000,169700,509100,3000
2012,Buenos Aires,84000,83000,199200,2400
2012,Buenos Aires,33000,33000,105600,3200
2012,Buenos Aires,12100,12100,45980,3800
2012,Buenos Aires,9800,9500,29450,3100
2012,Buenos Aires,13000,11850,30810,2600
2012,Buenos Aires,6200,6200,23560,3800
2012,Buenos Aires,16000,15200,45600,3000
2012,Buenos Aires,28000,28000,89600,3200
2012,Buenos Aires,35000,35000,108500,3100
2012,Buenos Aires,147200,147200,353280,2400
2012,Buenos Aires,130000,128700,489060,3800
2012,Buenos Aires,58400,58400,151840,2600
2012,Buenos Aires,350,250,450,1800
2012,Buenos Aires,88200,75100,240320,3200
2012,Buenos Aires,35000,35000,87500,2500
2012,Buenos Aires,182500,182500,693500,3800
2012,Buenos Aires,8500,8350,21710,2600
2012,Buenos Aires,1700,1700,6460,3800
2012,Buenos Aires,1050,550,825,1500
2012,Buenos Aires,61830,61830,216300,3498
2012,Buenos Aires,13000,11700,29250,2500
2012,Buenos Aires,155600,142300,469590,3300
2012,Buenos Aires,100500,100500,402000,4000
2012,Buenos Aires,40000,40000,120000,3000
2012,Buenos Aires,27700,27700,55400,2000
2012,Buenos Aires,49000,49000,156800,3200
2012,Buenos Aires,98550,98550,374490,3800
2012,Buenos Aires,25000,25000,65000,2600
2012,Buenos Aires,42000,42000,159600,3800
2012,Buenos Aires,46650,46650,163275,3500
2012,Buenos Aires,83000,83000,166000,2000
2012,Buenos Aires,38600,38600,135100,3500
2012,Buenos Aires,54200,54200,189700,3500
2012,Buenos Aires,18000,17095,56414,3300
2012,Buenos Aires,128100,127000,317500,2500
2012,Buenos Aires,250,250,625,2500
2012,Buenos Aires,1000,1000,2500,2500
2012,Buenos Aires,10565,10065,14459,1437
2012,Buenos Aires,128000,117700,353100,3000
2012,Buenos Aires,157400,157400,393500,2500
2012,Buenos Aires,32000,32000,86400,2700
2012,Buenos Aires,56000,56000,179200,3200
2012,Buenos Aires,400,300,540,1800
2012,Buenos Aires,25100,25100,85340,3400
2012,Catamarca,300,150,150,1000
2012,Catamarca,7760,6350,6985,1100
2012,Chaco,127650,79325,67427,850
2012,Chaco,1015,1015,1929,1900
2012,Chaco,32005,22592,19203,850
2012,Chaco,44580,42537,72312,1700
2012,Chaco,53010,47895,67053,1400
2012,Chaco,27785,20062,24074,1200
2012,Chaco,8550,7895,11843,1500
2012,Chaco,29960,25421,36860,1450
2012,Chaco,450,400,320,800
2012,Chaco,13945,11118,7783,700
2012,Chaco,38245,26119,33954,1300
2012,Chaco,450,450,765,1700
2012,Chaco,2450,1605,2087,1300
2012,Chaco,17635,3180,2067,650
2012,Chaco,14975,14075,22520,1600
2012,Chaco,43490,40663,65061,1600
2012,Chaco,38290,37333,61599,1650
2012,Chaco,3590,2352,4469,1900
2012,Chaco,1820,1820,2002,1100
2012,Chaco,1243,1159,2085,1799
2012,Chaco,900,900,1620,1800
2012,Chaco,450,250,375,1500
2012,C�rdoba,89700,89700,179400,2000
2012,C�rdoba,4200,4200,9240,2200
2012,C�rdoba,115000,114000,301840,2648
2012,C�rdoba,470700,455700,1048110,2300
2012,C�rdoba,185850,185850,408870,2200
2012,C�rdoba,28000,28000,25200,900
2012,C�rdoba,268800,268800,672000,2500
2012,C�rdoba,544800,511280,2096248,4100
2012,C�rdoba,800,800,1660,2075
2012,C�rdoba,256100,251100,627750,2500
2012,C�rdoba,777300,777300,1710060,2200
2012,C�rdoba,278900,278900,502020,1800
2012,C�rdoba,45000,45000,63000,1400
2012,C�rdoba,264900,264900,529800,2000
2012,C�rdoba,900,900,1660,1844
2012,C�rdoba,5000,5000,15000,3000
2012,C�rdoba,328000,327700,852030,2600
2012,C�rdoba,117200,117200,257840,2200
2012,C�rdoba,13500,13500,13500,1000
2012,C�rdoba,299200,298700,687010,2300
2012,C�rdoba,135000,133000,199500,1500
2012,C�rdoba,85000,80000,80000,1000
2012,C�rdoba,526012,500612,1902326,3800
2012,Corrientes,15000,15000,18000,1200
2012,Entre R�os,29000,29000,69600,2400
2012,Entre R�os,32000,32000,83200,2600
2012,Entre R�os,50000,50000,150000,3000
2012,Entre R�os,16000,16000,38400,2400
2012,Entre R�os,36000,36000,90000,2500
2012,Entre R�os,14000,14000,35000,2500
2012,Entre R�os,95000,95000,256500,2700
2012,Entre R�os,145000,145000,362500,2500
2012,Entre R�os,108000,108000,302400,2800
2012,Entre R�os,105000,104650,230230,2200
2012,Entre R�os,140000,140000,420000,3000
2012,Entre R�os,21000,20550,43155,2100
2012,Entre R�os,55000,55000,121000,2200
2012,Entre R�os,123000,123000,319800,2600
2012,Entre R�os,77000,77000,207900,2700
2012,Entre R�os,120000,120000,240000,2000
2012,Formosa,9050,9050,10860,1200
2012,Jujuy,530,530,848,1600
2012,Jujuy,260,260,416,1600
2012,Jujuy,250,164,230,1402
2012,Jujuy,2155,1995,2793,1400
2012,Jujuy,3220,1770,2832,1600
2012,La Pampa,8000,8000,13600,1700
2012,La Pampa,5000,5000,8500,1700
2012,La Pampa,12000,12000,25200,2100
2012,La Pampa,46900,46000,46000,1000
2012,La Pampa,91200,88500,265500,3000
2012,La Pampa,1000,1000,1500,1500
2012,La Pampa,56600,53800,134500,2500
2012,La Pampa,43700,41500,83000,2000
2012,La Pampa,56400,55300,66360,1200
2012,La Pampa,59900,58700,82180,1400
2012,La Pampa,500,500,800,1600
2012,La Pampa,23900,23200,27840,1200
2012,La Pampa,500,500,750,1500
2012,Misiones,30,30,75,2500
2012,Misiones,140,140,371,2650
2012,Misiones,450,450,1170,2600
2012,Misiones,5,5,12,2400
2012,Misiones,5,5,12,2400
2012,Misiones,5,5,12,2400
2012,Misiones,60,60,150,2500
2012,Misiones,400,400,1040,2600
2012,Salta,196072,83384,66707,800
2012,Salta,2734,2734,4921,1800
2012,Salta,335,335,603,1800
2012,Salta,105,105,168,1600
2012,Salta,2533,2066,2892,1400
2012,Salta,103143,81322,65058,800
2012,Salta,25,25,40,1600
2012,Salta,1468,978,783,801
2012,Salta,60,60,96,1600
2012,Salta,44406,30196,27176,900
2012,Salta,11043,6984,5587,800
2012,Salta,1325,1219,975,800
